ref_code,batch,sample_type,seq_run_ro_crate_fname,forward_read_fname,backward_read_fname,run_status,version,date_started,who,system_run,output_loc,output_size
EMOBON00454,003-0,sediment,,,,,,,,,,
EMOBON00455,003-0,sediment,,,,,,,,,,
EMOBON00456,003-0,sediment,,,,,,,,,,
EMOBON00457,003-0,sediment,,,,,,,,,,
EMOBON00458,003-0,sediment,,,,,,,,,,
EMOBON00459,003-0,sediment,,,,,,,,,,
EMOBON00460,003-0,sediment,,,,,,,,,,
EMOBON00461,003-0,sediment,,,,,,,,,,
EMOBON00462,003-0,sediment,,,,,,,,,,
EMOBON00463,003-0,sediment,,,,,,,,,,
EMOBON00464,003-0,sediment,,,,,,,,,,
EMOBON00465,003-0,sediment,,,,,,,,,,
EMOBON00466,003-0,sediment,,,,,,,,,,
EMOBON00545,003-0,sediment,,,,,,,,,,
EMOBON00547,003-0,sediment,,,,,,,,,,
EMOBON00548,003-0,sediment,,,,,,,,,,
EMOBON00549,003-0,sediment,,,,,,,,,,
EMOBON00550,003-0,sediment,,,,,,,,,,
EMOBON00551,003-0,sediment,,,,,,,,,,
EMOBON00552,003-0,sediment_blank,,,,,,,,,,
EMOBON00553,003-0,sediment,,,,,,,,,,
EMOBON00554,003-0,sediment,,,,,,,,,,
EMOBON00555,003-0,sediment,,,,,,,,,,
EMOBON00556,003-0,sediment,,,,,,,,,,
EMOBON00557,003-0,sediment,,,,,,,,,,
EMOBON00558,003-0,sediment,,,,,,,,,,
EMOBON00559,003-0,sediment,,,,,,,,,,
EMOBON00560,003-0,sediment,,,,,,,,,,
EMOBON00546,003-0,sediment,,,,,,,,,,
EMOBON00546,003-0,sediment,,,,,,,,,,
EMOBON00254,003-1,sediment,,,,,,,,,,
EMOBON00255,003-1,sediment,,,,,,,,,,
EMOBON00256,003-1,sediment,,,,,,,,,,
EMOBON00257,003-1,sediment,,,,,,,,,,
EMOBON00258,003-1,sediment,,,,,,,,,,
EMOBON00258,003-1,sediment,,,,,,,,,,
EMOBON00259,003-1,sediment,,,,,,,,,,
EMOBON00259,003-1,sediment,,,,,,,,,,
EMOBON00260,003-1,sediment,,,,,,,,,,
EMOBON00260,003-1,sediment,,,,,,,,,,
EMOBON00261,003-1,sediment,,,,,,,,,,
EMOBON00261,003-1,sediment,,,,,,,,,,
EMOBON00262,003-1,sediment,,,,,,,,,,
EMOBON00263,003-1,sediment,,,,,,,,,,
EMOBON00264,003-1,sediment,,,,,,,,,,
EMOBON00265,003-1,sediment,,,,,,,,,,
EMOBON00266,003-1,sediment,,,,,,,,,,
EMOBON00267,003-1,sediment,,,,,,,,,,
EMOBON00268,003-1,sediment,,,,,,,,,,
EMOBON00561,003-2,sediment,,,,,,,,,,
EMOBON00561,003-2,sediment,,,,,,,,,,
EMOBON00562,003-2,sediment,,,,,,,,,,
EMOBON00562,003-2,sediment,,,,,,,,,,
EMOBON00562,003-2,sediment,,,,,,,,,,
EMOBON00563,003-2,sediment,,,,,,,,,,
EMOBON00563,003-2,sediment,,,,,,,,,,
EMOBON00564,003-2,sediment,,,,,,,,,,
EMOBON00564,003-2,sediment,,,,,,,,,,
EMOBON00565,003-2,sediment,,,,,,,,,,
EMOBON00565,003-2,sediment,,,,,,,,,,
EMOBON00566,003-2,sediment,,,,,,,,,,
EMOBON00566,003-2,sediment,,,,,,,,,,
EMOBON00567,003-2,sediment,,,,,,,,,,
EMOBON00567,003-2,sediment,,,,,,,,,,
EMOBON00567,003-2,sediment,,,,,,,,,,
EMOBON00568,003-2,sediment,,,,,,,,,,
EMOBON00568,003-2,sediment,,,,,,,,,,
EMOBON00568,003-2,sediment,,,,,,,,,,
EMOBON00569,003-2,sediment,,,,,,,,,,
EMOBON00569,003-2,sediment,,,,,,,,,,
EMOBON00569,003-2,sediment,,,,,,,,,,
EMOBON00570,003-2,sediment,,,,,,,,,,
EMOBON00570,003-2,sediment,,,,,,,,,,
EMOBON00571,003-2,sediment,,,,,,,,,,
EMOBON00571,003-2,sediment,,,,,,,,,,
EMOBON00572,003-2,sediment,,,,,,,,,,
EMOBON00572,003-2,sediment,,,,,,,,,,
EMOBON00573,003-2,sediment,,,,,,,,,,
EMOBON00573,003-2,sediment,,,,,,,,,,
EMOBON00573,003-2,sediment,,,,,,,,,,
EMOBON00574,003-2,sediment,,,,,,,,,,
EMOBON00574,003-2,sediment,,,,,,,,,,
EMOBON00575,003-2,sediment,,,,,,,,,,
EMOBON00575,003-2,sediment,,,,,,,,,,
EMOBON00576,003-2,sediment,,,,,,,,,,
EMOBON00576,003-2,sediment,,,,,,,,,,
EMOBON00577,003-2,sediment,,,,,,,,,,
EMOBON00577,003-2,sediment,,,,,,,,,,
EMOBON00578,003-2,sediment,,,,,,,,,,
EMOBON00578,003-2,sediment,,,,,,,,,,
EMOBON00579,003-2,sediment,,,,,,,,,,
EMOBON00579,003-2,sediment,,,,,,,,,,
EMOBON00580,003-2,sediment,,,,,,,,,,
EMOBON00580,003-2,sediment,,,,,,,,,,
EMOBON00581,003-2,sediment,,,,,,,,,,
EMOBON00581,003-2,sediment,,,,,,,,,,
EMOBON00582,003-2,sediment,,,,,,,,,,
EMOBON00582,003-2,sediment,,,,,,,,,,
EMOBON00583,003-2,sediment,,,,,,,,,,
EMOBON00583,003-2,sediment,,,,,,,,,,
EMOBON00584,003-2,sediment,,,,,,,,,,
EMOBON00584,003-2,sediment,,,,,,,,,,
EMOBON00584,003-2,sediment,,,,,,,,,,
EMOBON00585,003-2,sediment,,,,,,,,,,
EMOBON00585,003-2,sediment,,,,,,,,,,
EMOBON00586,003-2,sediment,,,,,,,,,,
EMOBON00586,003-2,sediment,,,,,,,,,,
EMOBON00586,003-2,sediment,,,,,,,,,,
EMOBON00587,003-2,sediment,,,,,,,,,,
EMOBON00587,003-2,sediment,,,,,,,,,,
EMOBON00588,003-2,sediment,,,,,,,,,,
EMOBON00588,003-2,sediment,,,,,,,,,,
EMOBON00589,003-2,sediment,,,,,,,,,,
EMOBON00589,003-2,sediment,,,,,,,,,,
EMOBON00590,003-2,sediment,,,,,,,,,,
EMOBON00590,003-2,sediment,,,,,,,,,,
EMOBON00591,003-2,sediment,,,,,,,,,,
EMOBON00591,003-2,sediment,,,,,,,,,,
EMOBON00592,003-2,sediment,,,,,,,,,,
EMOBON00592,003-2,sediment,,,,,,,,,,
EMOBON00593,003-2,sediment,,,,,,,,,,
EMOBON00593,003-2,sediment,,,,,,,,,,
EMOBON00594,003-2,sediment,,,,,,,,,,
EMOBON00594,003-2,sediment,,,,,,,,,,
EMOBON00595,003-2,sediment,,,,,,,,,,
EMOBON00595,003-2,sediment,,,,,,,,,,
EMOBON00596,003-2,sediment,,,,,,,,,,
EMOBON00596,003-2,sediment,,,,,,,,,,
EMOBON00600,003-2,sediment,,,,,,,,,,
EMOBON00600,003-2,sediment,,,,,,,,,,
EMOBON00601,003-2,sediment,,,,,,,,,,
EMOBON00601,003-2,sediment,,,,,,,,,,
EMOBON00602,003-2,sediment,,,,,,,,,,
EMOBON00602,003-2,sediment,,,,,,,,,,
EMOBON00603,003-2,sediment,,,,,,,,,,
EMOBON00603,003-2,sediment,,,,,,,,,,
EMOBON00604,003-2,sediment,,,,,,,,,,
EMOBON00604,003-2,sediment,,,,,,,,,,
EMOBON00605,003-2,sediment,,,,,,,,,,
EMOBON00605,003-2,sediment,,,,,,,,,,
EMOBON00605,003-2,sediment,,,,,,,,,,
EMOBON00606,003-2,sediment,,,,,,,,,,
EMOBON00606,003-2,sediment,,,,,,,,,,
EMOBON00607,003-2,sediment,,,,,,,,,,
EMOBON00607,003-2,sediment,,,,,,,,,,
EMOBON00608,003-2,sediment,,,,,,,,,,
EMOBON00608,003-2,sediment,,,,,,,,,,
EMOBON00608,003-2,sediment,,,,,,,,,,
EMOBON00609,003-2,sediment,,,,,,,,,,
EMOBON00609,003-2,sediment,,,,,,,,,,
EMOBON00610,003-2,sediment,,,,,,,,,,
EMOBON00610,003-2,sediment,,,,,,,,,,
EMOBON00611,003-2,sediment,,,,,,,,,,
EMOBON00611,003-2,sediment,,,,,,,,,,
EMOBON00612,003-2,sediment,,,,,,,,,,
EMOBON00612,003-2,sediment,,,,,,,,,,
EMOBON00613,003-2,sediment,,,,,,,,,,
EMOBON00613,003-2,sediment,,,,,,,,,,
EMOBON00618,003-2,sediment,,,,,,,,,,
EMOBON00618,003-2,sediment,,,,,,,,,,
EMOBON00619,003-2,sediment,,,,,,,,,,
EMOBON00619,003-2,sediment,,,,,,,,,,
EMOBON00620,003-2,sediment,,,,,,,,,,
EMOBON00620,003-2,sediment,,,,,,,,,,
EMOBON00621,003-2,sediment,,,,,,,,,,
EMOBON00621,003-2,sediment,,,,,,,,,,
EMOBON00622,003-2,sediment,,,,,,,,,,
EMOBON00622,003-2,sediment,,,,,,,,,,
EMOBON00623,003-2,sediment,,,,,,,,,,
EMOBON00623,003-2,sediment,,,,,,,,,,
EMOBON00623,003-2,sediment,,,,,,,,,,
EMOBON00624,003-2,sediment,,,,,,,,,,
EMOBON00624,003-2,sediment,,,,,,,,,,
EMOBON00624,003-2,sediment,,,,,,,,,,
EMOBON00625,003-2,sediment,,,,,,,,,,
EMOBON00625,003-2,sediment,,,,,,,,,,
EMOBON00625,003-2,sediment,,,,,,,,,,
EMOBON00626,003-2,sediment,,,,,,,,,,
EMOBON00626,003-2,sediment,,,,,,,,,,
EMOBON00627,003-2,sediment,,,,,,,,,,
EMOBON00627,003-2,sediment,,,,,,,,,,
EMOBON00628,003-2,sediment,,,,,,,,,,
EMOBON00628,003-2,sediment,,,,,,,,,,
EMOBON00629,003-2,sediment,,,,,,,,,,
EMOBON00629,003-2,sediment,,,,,,,,,,
EMOBON00630,003-2,sediment,,,,,,,,,,
EMOBON00630,003-2,sediment,,,,,,,,,,
EMOBON00631,003-2,sediment,,,,,,,,,,
EMOBON00631,003-2,sediment,,,,,,,,,,
EMOBON00632,003-2,sediment,,,,,,,,,,
EMOBON00632,003-2,sediment,,,,,,,,,,
EMOBON00633,003-2,sediment,,,,,,,,,,
EMOBON00633,003-2,sediment,,,,,,,,,,
EMOBON00634,003-2,sediment,,,,,,,,,,
EMOBON00634,003-2,sediment,,,,,,,,,,
EMOBON00635,003-2,sediment,,,,,,,,,,
EMOBON00635,003-2,sediment,,,,,,,,,,
EMOBON00636,003-2,sediment,,,,,,,,,,
EMOBON00636,003-2,sediment,,,,,,,,,,
EMOBON00637,003-2,sediment,,,,,,,,,,
EMOBON00637,003-2,sediment,,,,,,,,,,
EMOBON00638,003-2,sediment,,,,,,,,,,
EMOBON00638,003-2,sediment,,,,,,,,,,
EMOBON00639,003-2,sediment,,,,,,,,,,
EMOBON00639,003-2,sediment,,,,,,,,,,
EMOBON00640,003-2,sediment,,,,,,,,,,
EMOBON00640,003-2,sediment,,,,,,,,,,
EMOBON00641,003-2,sediment,,,,,,,,,,
EMOBON00641,003-2,sediment,,,,,,,,,,
EMOBON00642,003-2,sediment,,,,,,,,,,
EMOBON00642,003-2,sediment,,,,,,,,,,
EMOBON00643,003-2,sediment,,,,,,,,,,
EMOBON00643,003-2,sediment,,,,,,,,,,
EMOBON00644,003-2,sediment,,,,,,,,,,
EMOBON00644,003-2,sediment,,,,,,,,,,
EMOBON00645,003-2,sediment,,,,,,,,,,
EMOBON00645,003-2,sediment,,,,,,,,,,
EMOBON00646,003-2,sediment,,,,,,,,,,
EMOBON00646,003-2,sediment,,,,,,,,,,
EMOBON00647,003-2,sediment,,,,,,,,,,
EMOBON00647,003-2,sediment,,,,,,,,,,
EMOBON00648,003-2,sediment,,,,,,,,,,
EMOBON00648,003-2,sediment,,,,,,,,,,
EMOBON00649,003-2,sediment,,,,,,,,,,
EMOBON00649,003-2,sediment,,,,,,,,,,
EMOBON00650,003-2,sediment,,,,,,,,,,
EMOBON00650,003-2,sediment,,,,,,,,,,
EMOBON00651,003-2,sediment,,,,,,,,,,
EMOBON00651,003-2,sediment,,,,,,,,,,
EMOBON00652,003-2,sediment,,,,,,,,,,
EMOBON00652,003-2,sediment,,,,,,,,,,
EMOBON00653,003-2,sediment,,,,,,,,,,
EMOBON00653,003-2,sediment,,,,,,,,,,
EMOBON00654,003-2,sediment,,,,,,,,,,
EMOBON00654,003-2,sediment,,,,,,,,,,
EMOBON00655,003-2,sediment,,,,,,,,,,
EMOBON00655,003-2,sediment,,,,,,,,,,
EMOBON00656,003-2,sediment,,,,,,,,,,
EMOBON00656,003-2,sediment,,,,,,,,,,
EMOBON00657,003-2,sediment,,,,,,,,,,
EMOBON00657,003-2,sediment,,,,,,,,,,
EMOBON00661,003-2,sediment,,,,,,,,,,
EMOBON00661,003-2,sediment,,,,,,,,,,
EMOBON00662,003-2,sediment,,,,,,,,,,
EMOBON00662,003-2,sediment,,,,,,,,,,
EMOBON00663,003-2,sediment,,,,,,,,,,
EMOBON00663,003-2,sediment,,,,,,,,,,
EMOBON00664,003-2,sediment,,,,,,,,,,
EMOBON00664,003-2,sediment,,,,,,,,,,
EMOBON00665,003-2,sediment,,,,,,,,,,
EMOBON00665,003-2,sediment,,,,,,,,,,
EMOBON00666,003-2,sediment,,,,,,,,,,
EMOBON00666,003-2,sediment,,,,,,,,,,
EMOBON00667,003-2,sediment,,,,,,,,,,
EMOBON00667,003-2,sediment,,,,,,,,,,
EMOBON00668,003-2,sediment,,,,,,,,,,
EMOBON00668,003-2,sediment,,,,,,,,,,
EMOBON00669,003-2,sediment,,,,,,,,,,
EMOBON00669,003-2,sediment,,,,,,,,,,
EMOBON00670,003-2,sediment,,,,,,,,,,
EMOBON00670,003-2,sediment,,,,,,,,,,
EMOBON00671,003-2,sediment,,,,,,,,,,
EMOBON00671,003-2,sediment,,,,,,,,,,
EMOBON00672,003-2,sediment,,,,,,,,,,
EMOBON00672,003-2,sediment,,,,,,,,,,
EMOBON00673,003-2,sediment,,,,,,,,,,
EMOBON00673,003-2,sediment,,,,,,,,,,
EMOBON00674,003-2,sediment,,,,,,,,,,
EMOBON00674,003-2,sediment,,,,,,,,,,
EMOBON00675,003-2,sediment,,,,,,,,,,
EMOBON00675,003-2,sediment,,,,,,,,,,
EMOBON00676,003-2,sediment,,,,,,,,,,
EMOBON00676,003-2,sediment,,,,,,,,,,
EMOBON00677,003-2,sediment,,,,,,,,,,
EMOBON00677,003-2,sediment,,,,,,,,,,
EMOBON00678,003-2,sediment,,,,,,,,,,
EMOBON00678,003-2,sediment,,,,,,,,,,
EMOBON00678,003-2,sediment,,,,,,,,,,
EMOBON00679,003-2,sediment,,,,,,,,,,
EMOBON00679,003-2,sediment,,,,,,,,,,
EMOBON00680,003-2,sediment,,,,,,,,,,
EMOBON00680,003-2,sediment,,,,,,,,,,
EMOBON00681,003-2,sediment,,,,,,,,,,
EMOBON00681,003-2,sediment,,,,,,,,,,
EMOBON00682,003-2,sediment,,,,,,,,,,
EMOBON00682,003-2,sediment,,,,,,,,,,
EMOBON00683,003-2,sediment,,,,,,,,,,
EMOBON00683,003-2,sediment,,,,,,,,,,
EMOBON00684,003-2,sediment,,,,,,,,,,
EMOBON00684,003-2,sediment,,,,,,,,,,
EMOBON00685,003-2,sediment,,,,,,,,,,
EMOBON00685,003-2,sediment,,,,,,,,,,
EMOBON00686,003-2,sediment,,,,,,,,,,
EMOBON00686,003-2,sediment,,,,,,,,,,
EMOBON00687,003-2,sediment,,,,,,,,,,
EMOBON00687,003-2,sediment,,,,,,,,,,
EMOBON00688,003-2,sediment,,,,,,,,,,
EMOBON00688,003-2,sediment,,,,,,,,,,
EMOBON00689,003-2,sediment,,,,,,,,,,
EMOBON00689,003-2,sediment,,,,,,,,,,
EMOBON00690,003-2,sediment,,,,,,,,,,
EMOBON00690,003-2,sediment,,,,,,,,,,
EMOBON00691,003-2,sediment,,,,,,,,,,
EMOBON00691,003-2,sediment,,,,,,,,,,
EMOBON00692,003-2,sediment,,,,,,,,,,
EMOBON00692,003-2,sediment,,,,,,,,,,
EMOBON00693,003-2,sediment,,,,,,,,,,
EMOBON00693,003-2,sediment,,,,,,,,,,
EMOBON00694,003-2,sediment,,,,,,,,,,
EMOBON00694,003-2,sediment,,,,,,,,,,
EMOBON00695,003-2,sediment,,,,,,,,,,
EMOBON00695,003-2,sediment,,,,,,,,,,
EMOBON00695,003-2,sediment,,,,,,,,,,
EMOBON00696,003-2,sediment,,,,,,,,,,
EMOBON00696,003-2,sediment,,,,,,,,,,
EMOBON00696,003-2,sediment,,,,,,,,,,
EMOBON00697,003-2,sediment,,,,,,,,,,
EMOBON00697,003-2,sediment,,,,,,,,,,
EMOBON00698,003-2,sediment,,,,,,,,,,
EMOBON00698,003-2,sediment,,,,,,,,,,
EMOBON00699,003-2,sediment,,,,,,,,,,
EMOBON00699,003-2,sediment,,,,,,,,,,
EMOBON00700,003-2,sediment,,,,,,,,,,
EMOBON00700,003-2,sediment,,,,,,,,,,
EMOBON00701,003-2,sediment,,,,,,,,,,
EMOBON00701,003-2,sediment,,,,,,,,,,
EMOBON00702,003-2,sediment,,,,,,,,,,
EMOBON00702,003-2,sediment,,,,,,,,,,
EMOBON00703,003-2,sediment,,,,,,,,,,
EMOBON00703,003-2,sediment,,,,,,,,,,
EMOBON00704,003-2,sediment,,,,,,,,,,
EMOBON00704,003-2,sediment,,,,,,,,,,
EMOBON00705,003-2,sediment,,,,,,,,,,
EMOBON00705,003-2,sediment,,,,,,,,,,
EMOBON00706,003-2,sediment,,,,,,,,,,
EMOBON00706,003-2,sediment,,,,,,,,,,
EMOBON00707,003-2,sediment,,,,,,,,,,
EMOBON00707,003-2,sediment,,,,,,,,,,
EMOBON00708,003-2,sediment_blank,,,,,,,,,,
EMOBON00708,003-2,sediment_blank,,,,,,,,,,
EMOBON00713,003-2,sediment,,,,,,,,,,
EMOBON00713,003-2,sediment,,,,,,,,,,
EMOBON00714,003-2,sediment,,,,,,,,,,
EMOBON00714,003-2,sediment,,,,,,,,,,
EMOBON00715,003-2,sediment,,,,,,,,,,
EMOBON00715,003-2,sediment,,,,,,,,,,
EMOBON00716,003-2,sediment,,,,,,,,,,
EMOBON00716,003-2,sediment,,,,,,,,,,
EMOBON00717,003-2,sediment,,,,,,,,,,
EMOBON00717,003-2,sediment,,,,,,,,,,
EMOBON00718,003-2,sediment,,,,,,,,,,
EMOBON00718,003-2,sediment,,,,,,,,,,
EMOBON00719,003-2,sediment,,,,,,,,,,
EMOBON00719,003-2,sediment,,,,,,,,,,
EMOBON00720,003-2,sediment,,,,,,,,,,
EMOBON00720,003-2,sediment,,,,,,,,,,
EMOBON00721,003-2,sediment,,,,,,,,,,
EMOBON00721,003-2,sediment,,,,,,,,,,
EMOBON00722,003-2,sediment,,,,,,,,,,
EMOBON00722,003-2,sediment,,,,,,,,,,
EMOBON00723,003-2,sediment,,,,,,,,,,
EMOBON00723,003-2,sediment,,,,,,,,,,
EMOBON00724,003-2,sediment,,,,,,,,,,
EMOBON00724,003-2,sediment,,,,,,,,,,
EMOBON00725,003-2,sediment,,,,,,,,,,
EMOBON00725,003-2,sediment,,,,,,,,,,
EMOBON00726,003-2,sediment,,,,,,,,,,
EMOBON00726,003-2,sediment,,,,,,,,,,
EMOBON00727,003-2,sediment,,,,,,,,,,
EMOBON00727,003-2,sediment,,,,,,,,,,
EMOBON00728,003-2,sediment,,,,,,,,,,
EMOBON00728,003-2,sediment,,,,,,,,,,
EMOBON00729,003-2,sediment,,,,,,,,,,
EMOBON00729,003-2,sediment,,,,,,,,,,
EMOBON00730,003-2,sediment,,,,,,,,,,
EMOBON00730,003-2,sediment,,,,,,,,,,
EMOBON00731,003-2,sediment_blank,,,,,,,,,,
EMOBON00731,003-2,sediment_blank,,,,,,,,,,
EMOBON00732,003-2,sediment,,,,,,,,,,
EMOBON00732,003-2,sediment,,,,,,,,,,
EMOBON00733,003-2,sediment,,,,,,,,,,
EMOBON00733,003-2,sediment,,,,,,,,,,
EMOBON00734,003-2,sediment,,,,,,,,,,
EMOBON00734,003-2,sediment,,,,,,,,,,
EMOBON00735,003-2,sediment,,,,,,,,,,
EMOBON00735,003-2,sediment,,,,,,,,,,
EMOBON00736,003-2,sediment,,,,,,,,,,
EMOBON00736,003-2,sediment,,,,,,,,,,
EMOBON00737,003-2,sediment,,,,,,,,,,
EMOBON00737,003-2,sediment,,,,,,,,,,
EMOBON00738,003-2,sediment_blank,,,,,,,,,,
EMOBON00738,003-2,sediment_blank,,,,,,,,,,
EMOBON00739,003-2,sediment,,,,,,,,,,
EMOBON00739,003-2,sediment,,,,,,,,,,
EMOBON00740,003-2,sediment,,,,,,,,,,
EMOBON00740,003-2,sediment,,,,,,,,,,
EMOBON00741,003-2,sediment,,,,,,,,,,
EMOBON00741,003-2,sediment,,,,,,,,,,
EMOBON00742,003-2,sediment,,,,,,,,,,
EMOBON00742,003-2,sediment,,,,,,,,,,
EMOBON00743,003-2,sediment,,,,,,,,,,
EMOBON00743,003-2,sediment,,,,,,,,,,
EMOBON00744,003-2,sediment,,,,,,,,,,
EMOBON00744,003-2,sediment,,,,,,,,,,
EMOBON00745,003-2,sediment,,,,,,,,,,
EMOBON00745,003-2,sediment,,,,,,,,,,
EMOBON00746,003-2,sediment,,,,,,,,,,
EMOBON00746,003-2,sediment,,,,,,,,,,
EMOBON00747,003-2,sediment,,,,,,,,,,
EMOBON00747,003-2,sediment,,,,,,,,,,
EMOBON00747,003-2,sediment,,,,,,,,,,
EMOBON00747,003-2,sediment,,,,,,,,,,
EMOBON00748,003-2,sediment,,,,,,,,,,
EMOBON00748,003-2,sediment,,,,,,,,,,
EMOBON00749,003-2,sediment,,,,,,,,,,
EMOBON00749,003-2,sediment,,,,,,,,,,
EMOBON00750,003-2,sediment,,,,,,,,,,
EMOBON00750,003-2,sediment,,,,,,,,,,
EMOBON00751,003-2,sediment,,,,,,,,,,
EMOBON00751,003-2,sediment,,,,,,,,,,
EMOBON00752,003-2,sediment,,,,,,,,,,
EMOBON00752,003-2,sediment,,,,,,,,,,
EMOBON00753,003-2,sediment,,,,,,,,,,
EMOBON00753,003-2,sediment,,,,,,,,,,
EMOBON00754,003-2,sediment,,,,,,,,,,
EMOBON00754,003-2,sediment,,,,,,,,,,
EMOBON00755,003-2,sediment,,,,,,,,,,
EMOBON00755,003-2,sediment,,,,,,,,,,
EMOBON00755,003-2,sediment,,,,,,,,,,
EMOBON00756,003-2,sediment,,,,,,,,,,
EMOBON00756,003-2,sediment,,,,,,,,,,
EMOBON00757,003-2,sediment,,,,,,,,,,
EMOBON00757,003-2,sediment,,,,,,,,,,
EMOBON00758,003-2,sediment,,,,,,,,,,
EMOBON00758,003-2,sediment,,,,,,,,,,
EMOBON00758,003-2,sediment,,,,,,,,,,
EMOBON00759,003-2,sediment,,,,,,,,,,
EMOBON00759,003-2,sediment,,,,,,,,,,
EMOBON00759,003-2,sediment,,,,,,,,,,
EMOBON00760,003-2,sediment,,,,,,,,,,
EMOBON00760,003-2,sediment,,,,,,,,,,
EMOBON00761,003-2,sediment,,,,,,,,,,
EMOBON00761,003-2,sediment,,,,,,,,,,
EMOBON00762,003-2,sediment,,,,,,,,,,
EMOBON00762,003-2,sediment,,,,,,,,,,
EMOBON00763,003-2,sediment,,,,,,,,,,
EMOBON00763,003-2,sediment,,,,,,,,,,
EMOBON00764,003-2,sediment,,,,,,,,,,
EMOBON00764,003-2,sediment,,,,,,,,,,
EMOBON00765,003-2,sediment,,,,,,,,,,
EMOBON00765,003-2,sediment,,,,,,,,,,
EMOBON00766,003-2,sediment,,,,,,,,,,
EMOBON00766,003-2,sediment,,,,,,,,,,
EMOBON00767,003-2,sediment,,,,,,,,,,
EMOBON00767,003-2,sediment,,,,,,,,,,
EMOBON00768,003-2,sediment,,,,,,,,,,
EMOBON00768,003-2,sediment,,,,,,,,,,
EMOBON00769,003-2,sediment,,,,,,,,,,
EMOBON00769,003-2,sediment,,,,,,,,,,
EMOBON00770,003-2,sediment,,,,,,,,,,
EMOBON00770,003-2,sediment,,,,,,,,,,
EMOBON00771,003-2,sediment,,,,,,,,,,
EMOBON00771,003-2,sediment,,,,,,,,,,
EMOBON00771,003-2,sediment,,,,,,,,,,
EMOBON00772,003-2,sediment,,,,,,,,,,
EMOBON00772,003-2,sediment,,,,,,,,,,
EMOBON00773,003-2,sediment,,,,,,,,,,
EMOBON00773,003-2,sediment,,,,,,,,,,
EMOBON00774,003-2,sediment,,,,,,,,,,
EMOBON00774,003-2,sediment,,,,,,,,,,
EMOBON00775,003-2,sediment,,,,,,,,,,
EMOBON00775,003-2,sediment,,,,,,,,,,
EMOBON00776,003-2,sediment,,,,,,,,,,
EMOBON00776,003-2,sediment,,,,,,,,,,
EMOBON00777,003-2,sediment,,,,,,,,,,
EMOBON00777,003-2,sediment,,,,,,,,,,
EMOBON00778,003-2,sediment,,,,,,,,,,
EMOBON00778,003-2,sediment,,,,,,,,,,
EMOBON00779,003-2,sediment,,,,,,,,,,
EMOBON00779,003-2,sediment,,,,,,,,,,
EMOBON00780,003-2,sediment,,,,,,,,,,
EMOBON00780,003-2,sediment,,,,,,,,,,
EMOBON00781,003-2,sediment,,,,,,,,,,
EMOBON00781,003-2,sediment,,,,,,,,,,
EMOBON00782,003-2,sediment,,,,,,,,,,
EMOBON00782,003-2,sediment,,,,,,,,,,
EMOBON00782,003-2,sediment,,,,,,,,,,
EMOBON00783,003-2,sediment,,,,,,,,,,
EMOBON00783,003-2,sediment,,,,,,,,,,
EMOBON00784,003-2,sediment,,,,,,,,,,
EMOBON00784,003-2,sediment,,,,,,,,,,
EMOBON00784,003-2,sediment,,,,,,,,,,
EMOBON00785,003-2,sediment,,,,,,,,,,
EMOBON00785,003-2,sediment,,,,,,,,,,
EMOBON00785,003-2,sediment,,,,,,,,,,
EMOBON00786,003-2,sediment,,,,,,,,,,
EMOBON00786,003-2,sediment,,,,,,,,,,
EMOBON00787,003-2,sediment,,,,,,,,,,
EMOBON00787,003-2,sediment,,,,,,,,,,
EMOBON00788,003-2,sediment,,,,,,,,,,
EMOBON00788,003-2,sediment,,,,,,,,,,
EMOBON00788,003-2,sediment,,,,,,,,,,
EMOBON00789,003-2,sediment,,,,,,,,,,
EMOBON00789,003-2,sediment,,,,,,,,,,
EMOBON00790,003-2,sediment,,,,,,,,,,
EMOBON00790,003-2,sediment,,,,,,,,,,
EMOBON00791,003-2,sediment,,,,,,,,,,
EMOBON00791,003-2,sediment,,,,,,,,,,
EMOBON00792,003-2,sediment,,,,,,,,,,
EMOBON00792,003-2,sediment,,,,,,,,,,
EMOBON00793,003-2,sediment,,,,,,,,,,
EMOBON00793,003-2,sediment,,,,,,,,,,
EMOBON00794,003-2,sediment,,,,,,,,,,
EMOBON00794,003-2,sediment,,,,,,,,,,
EMOBON00796,003-2,sediment,,,,,,,,,,
EMOBON00796,003-2,sediment,,,,,,,,,,
EMOBON00797,003-2,sediment,,,,,,,,,,
EMOBON00797,003-2,sediment,,,,,,,,,,
EMOBON00798,003-2,sediment,,,,,,,,,,
EMOBON00798,003-2,sediment,,,,,,,,,,
EMOBON00799,003-2,sediment,,,,,,,,,,
EMOBON00799,003-2,sediment,,,,,,,,,,
EMOBON00800,003-2,sediment,,,,,,,,,,
EMOBON00800,003-2,sediment,,,,,,,,,,
EMOBON00801,003-2,sediment,,,,,,,,,,
EMOBON00801,003-2,sediment,,,,,,,,,,
EMOBON00802,003-2,sediment,,,,,,,,,,
EMOBON00802,003-2,sediment,,,,,,,,,,
EMOBON00803,003-2,sediment,,,,,,,,,,
EMOBON00803,003-2,sediment,,,,,,,,,,
EMOBON00804,003-2,sediment,,,,,,,,,,
EMOBON00804,003-2,sediment,,,,,,,,,,
EMOBON00805,003-2,sediment,,,,,,,,,,
EMOBON00805,003-2,sediment,,,,,,,,,,
EMOBON00806,003-2,sediment,,,,,,,,,,
